UniqueCount	AmbigCount
0	26
0	20
0	27
0	27
0	23
0	28
0	28
0	28
0	25
0	27
0	28
0	25
0	28
0	28
0	29
0	29
0	26
0	26
0	28
0	28
0	25
0	29
0	29
0	26
0	26
0	26
0	26
0	18
0	18
0	20
0	18
0	25
0	26
0	22
0	27
0	27
0	26
0	27
0	24
0	27
0	27
0	28
0	25
0	25
0	27
0	27
0	24
0	28
0	28
0	25
0	25
0	25
0	17
0	17
0	17
3	28
0	28
31	0
0	29
0	30
0	29
0	30
0	25
0	26
0	25
0	26
0	25
0	26
1	14
0	28
0	24
0	28
0	27
0	23
0	23
0	26
0	26
0	28
0	27
0	28
0	27
0	23
0	24
0	25
0	25
0	12
0	26
0	49
0	48
0	54
0	55
0	49
0	50
0	50
0	50
0	50
0	49
0	49
0	49
0	49
0	49
0	49
0	49
0	49
0	30
0	30
0	31
0	30
0	30
0	32
0	32
0	32
0	31
0	30
0	30
0	30
0	30
0	25
0	27
0	26
0	25
0	25
0	25
0	25
1	53
0	52
0	53
0	51
0	51
0	53
0	52
0	53
0	51
0	51
1	7
0	50
0	49
0	50
0	49
0	48
0	49
0	50
0	7
0	48
0	29
3	28
0	29
0	56
0	58
0	58
0	56
0	58
0	58
0	56
0	56
0	58
0	58
2	56
0	58
0	58
0	58
0	58
0	56
0	56
0	56
0	58
0	52
0	56
0	54
0	56
1	48
0	47
0	47
0	12
0	12
0	47
0	47
0	47
0	47
0	47
0	47
0	41
0	39
0	39
0	44
0	46
0	45
0	48
0	41
0	45
0	23
1	20
0	43
0	43
0	40
0	43
0	43
0	46
0	46
0	43
0	46
0	44
0	45
0	45
0	45
0	45
0	45
0	40
0	43
0	43
0	44
0	42
0	43
0	43
0	43
0	34
0	18
0	22
0	25
0	27
0	27
0	26
0	26
0	22
0	24
0	25
0	8
0	7
0	15
0	17
0	15
0	15
0	15
0	15
0	15
0	15
0	13
0	15
0	15
0	9
0	7
0	42
0	26
0	40
0	24
0	9
0	10
0	9
0	8
0	7
0	15
0	9
0	7
0	45
0	27
0	43
0	25
0	10
0	9
0	8
0	7
0	41
0	38
0	45
0	45
0	43
0	38
0	38
0	21
0	14
0	14
0	14
0	37
0	40
0	37
0	44
0	43
0	36
0	17
0	13
0	13
0	13
0	42
0	36
15	64
5	52
0	54
0	54
0	52
0	50
0	36
0	56
0	56
0	56
0	54
0	54
0	52
0	52
0	54
0	54
0	54
0	52
0	52
0	52
0	51
0	52
0	50
0	50
0	38
0	36
0	38
0	36
0	36
0	34
0	38
0	36
0	34
0	32
0	50
0	32
0	51
0	35
0	55
0	55
0	55
0	53
0	53
0	51
0	51
0	51
0	51
0	37
0	35
0	37
0	35
0	35
0	33
0	37
0	35
0	33
0	49
0	35
0	55
0	55
0	55
0	55
0	55
0	53
0	55
0	55
0	55
0	55
0	55
0	55
0	55
0	55
0	55
0	55
0	54
0	54
0	53
0	53
0	52
0	52
0	55
0	53
0	52
0	52
0	55
0	55
0	52
0	53
0	55
0	53
0	47
0	35
0	35
0	33
0	28
0	52
0	55
0	55
0	45
0	43
0	41
0	55
0	55
0	55
0	55
0	55
0	53
0	55
0	55
0	55
0	55
0	55
0	55
0	55
0	55
0	55
0	54
0	54
0	53
0	53
0	52
0	52
0	55
0	53
0	52
0	52
0	55
0	55
0	52
0	53
0	55
0	53
0	55
0	55
0	45
0	43
0	41
0	77
0	80
0	70
0	52
0	36
0	31
0	34
0	30
0	60
0	56
0	40
0	31
0	26
0	29
0	25
1	80
0	78
0	72
0	10
0	10
3	24
0	10
0	10
0	10
9	44
0	45
0	5
0	45
0	49
1	49
0	47
0	47
0	45
1	45
0	5
0	50
0	43
0	46
0	44
0	47
0	50
0	45
0	48
0	45
0	48
0	43
0	46
0	46
0	8
0	10
0	10
0	8
0	10
1	50
0	46
0	48
0	50
0	48
0	46
0	46
0	50
0	48
0	44
0	50
0	48
0	46
0	46
0	47
0	50
0	48
0	46
0	43
0	45
0	43
0	10
0	10
0	8
0	32
0	32
0	42
0	42
1	43
0	42
0	42
0	41
0	41
0	36
0	38
0	36
0	38
0	36
0	35
0	25
0	32
0	32
0	42
0	42
0	38
0	36
0	41
0	41
0	35
0	36
0	54
0	54
0	55
0	55
0	54
0	54
0	54
0	55
0	55
0	54
0	54
0	24
0	24
0	23
0	35
0	36
0	34
0	35
0	36
0	36
0	35
0	35
0	35
0	34
0	32
0	32
0	22
0	53
0	52
0	52
0	34
0	21
0	34
0	49
0	49
0	30
0	30
0	29
0	50
0	50
0	51
0	51
0	50
0	50
0	50
0	51
0	50
0	23
0	35
0	53
0	49
0	53
0	51
0	52
0	55
0	53
0	53
0	50
0	51
0	50
0	36
0	30
0	36
0	30
0	46
0	46
0	48
0	14
0	46
0	48
0	14
0	49
0	50
0	46
0	48
0	46
0	46
0	47
0	38
0	40
0	46
0	40
0	46
0	38
0	30
0	16
0	46
0	46
0	46
0	38
0	16
1	48
0	45
0	48
0	43
0	46
0	46
0	49
0	44
0	47
0	47
0	47
0	50
0	48
0	48
0	51
0	49
0	47
0	46
0	47
0	47
0	50
0	48
0	49
0	39
0	39
0	49
0	47
0	45
0	40
0	41
0	39
0	26
0	49
0	49
0	49
0	51
0	51
0	46
1	52
0	46
0	60
0	60
0	62
0	62
0	36
0	24
0	22
0	12
0	12
0	46
0	46
0	42
0	57
0	35
0	23
0	21
0	57
0	11
0	44
0	44
0	40
0	31
0	32
0	32
